DataSize,Mean,Variance,Sample
100,0.2,0.15,1.243014382424137E-105
100,0.2,0.15,7.002517421765109E-17
100,0.2,0.15,3.5225306091374036E-180
100,0.2,0.15,0.9999999999999998
100,0.2,0.15,4.960229272566046E-48
100,0.2,0.15,4.811071007628016E-36
100,0.2,0.15,0.029468272172203724
100,0.2,0.15,5.3088581563260375E-8
100,0.2,0.15,1.0222619471099765E-31
100,0.2,0.15,4.961851783570851E-62
100,0.2,0.15,4.469548290710096E-43
100,0.2,0.15,2.5840307099933733E-71
100,0.2,0.15,1.1345554393567817E-19
100,0.2,0.15,0.9925072210357547
100,0.2,0.15,6.980338790754183E-5
100,0.2,0.15,6.4102699718770495E-15
100,0.2,0.15,3.462110835918254E-52
100,0.2,0.15,1.4075486404233612E-87
100,0.2,0.15,4.149376680770341E-25
100,0.2,0.15,1.923586656047863E-22
100,0.2,0.15,4.2047176946217865E-24
100,0.2,0.15,7.040616462367942E-58
100,0.2,0.15,2.2986027556243006E-41
100,0.2,0.15,1.222817219121503E-20
100,0.2,0.15,4.6349007345044094E-5
100,0.2,0.15,0.9955683545192272
100,0.2,0.15,8.90058230772208E-20
100,0.2,0.15,7.7525244263568685E-19
100,0.2,0.15,9.928196548797715E-6
100,0.2,0.15,1.7865785932078752E-97
100,0.2,0.15,3.696173010438333E-7
100,0.2,0.15,0.9999999998232644
100,0.2,0.15,1.6866482088124323E-18
100,0.2,0.15,1.3219337171127854E-47
100,0.2,0.15,5.973987133082554E-9
100,0.2,0.15,5.299306051451048E-37
100,0.2,0.15,2.0683735545578084E-7
100,0.2,0.15,1.091940352614015E-15
100,0.2,0.15,2.3823245098122735E-79
100,0.2,0.15,1.0
100,0.2,0.15,1.0443540245133294E-15
100,0.2,0.15,7.413411497892255E-24
100,0.2,0.15,5.614772513549385E-21
100,0.2,0.15,0.9999994088630625
100,0.2,0.15,1.6954891607015458E-37
100,0.2,0.15,4.494018714672002E-16
100,0.2,0.15,4.386752726983298E-23
100,0.2,0.15,0.9999993240004716
100,0.2,0.15,0.5973605232630823
100,0.2,0.15,2.477581400629239E-44
100,0.2,0.15,1.7446465846235662E-17
100,0.2,0.15,0.008108807998205804
100,0.2,0.15,0.6756101231166429
100,0.2,0.15,1.1666989464266829E-28
100,0.2,0.15,0.9999962053257103
100,0.2,0.15,1.6825791376439445E-8
100,0.2,0.15,1.066782829746728E-22
100,0.2,0.15,3.936104687322658E-54
100,0.2,0.15,0.9991776154147688
100,0.2,0.15,8.757979342456872E-94
100,0.2,0.15,2.1941333471475262E-5
100,0.2,0.15,1.6982930913452833E-21
100,0.2,0.15,1.2447865274901217E-4
100,0.2,0.15,2.72546609733754E-14
100,0.2,0.15,4.2274146605954074E-77
100,0.2,0.15,1.3944745181242355E-46
100,0.2,0.15,0.001956956747369497
100,0.2,0.15,0.9999998660173536
100,0.2,0.15,0.9999942337607675
100,0.2,0.15,1.9833800255005313E-15
100,0.2,0.15,0.9999999999999339
100,0.2,0.15,0.999017274683364
100,0.2,0.15,0.02379028771393575
100,0.2,0.15,3.131054787480431E-5
100,0.2,0.15,7.529442664079852E-16
100,0.2,0.15,7.108678015894685E-67
100,0.2,0.15,1.6660135472724791E-7
100,0.2,0.15,0.0019180753649695804
100,0.2,0.15,8.971760686877593E-12
100,0.2,0.15,1.651185898163529E-41
100,0.2,0.15,0.9999999999645418
100,0.2,0.15,0.7102858102491171
100,0.2,0.15,4.5593841042238035E-45
100,0.2,0.15,0.9993359926945014
100,0.2,0.15,2.1546687849549977E-21
100,0.2,0.15,1.3976948899746947E-53
100,0.2,0.15,5.176535757164318E-23
100,0.2,0.15,3.3187054086940357E-6
100,0.2,0.15,2.507615022578284E-12
100,0.2,0.15,1.03499679525844E-21
100,0.2,0.15,1.9814556458576555E-22
100,0.2,0.15,1.0
100,0.2,0.15,2.390514101252845E-20
100,0.2,0.2,5.070815734312866E-4
100,0.2,0.2,9.681264056723055E-8
100,0.2,0.2,1.0687421999132589E-7
100,0.2,0.2,1.5660900741470277E-8
100,0.2,0.2,0.0511680527106965
100,0.2,0.2,6.060387300690741E-4
100,0.2,0.2,0.0012845228112158824
100,0.2,0.2,1.2524387834185497E-9
100,0.2,0.2,0.03407881627051057
100,0.2,0.2,0.02536405791832131
100,0.2,0.2,6.756726224047882E-5
100,0.2,0.2,0.018578958122446875
100,0.2,0.2,2.0315729280001915E-4
100,0.2,0.2,0.023196502368524847
100,0.2,0.2,0.0032013127347658103
100,0.2,0.2,1.5772376960498033E-6
100,0.2,0.2,5.352345673400861E-6
100,0.2,0.2,0.013098794085759032
100,0.2,0.2,0.06047796137366426
100,0.2,0.2,1.2257944764487648E-4
100,0.2,0.2,2.443911694539252E-8
100,0.2,0.2,5.020602050410583E-5
100,0.2,0.2,9.312849048812436E-7
100,0.2,0.2,0.12316894125596198
100,0.2,0.2,3.5560511405304683E-6
100,0.2,0.2,0.10324043724532471
100,0.2,0.2,2.355293477914193E-5
100,0.2,0.2,7.04423700546403E-5
100,0.2,0.2,0.04953360710785188
100,0.2,0.2,0.004257258476597296
100,0.2,0.2,0.005467003896842162
100,0.2,0.2,2.829807660051306E-5
100,0.2,0.2,0.015936612218180806
100,0.2,0.2,3.3218277808590076E-4
100,0.2,0.2,4.6155163385744097E-4
100,0.2,0.2,4.984573266388759E-4
100,0.2,0.2,5.966191929903077E-4
100,0.2,0.2,0.04272611213011188
100,0.2,0.2,1.189871417972091E-7
100,0.2,0.2,1.9818052986210786E-8
100,0.2,0.2,5.595166330941322E-4
100,0.2,0.2,0.09938049325611914
100,0.2,0.2,4.558712134530142E-5
100,0.2,0.2,5.845560060948437E-4
100,0.2,0.2,0.0863375897687946
100,0.2,0.2,0.020097499540450633
100,0.2,0.2,4.905705342733442E-8
100,0.2,0.2,0.08023687083410111
100,0.2,0.2,0.08153830734024181
100,0.2,0.2,0.001700871705197377
100,0.2,0.2,7.3091072009215734E-6
100,0.2,0.2,0.045409947082553456
100,0.2,0.2,3.4275996145370895E-9
100,0.2,0.2,0.01493153606348403
100,0.2,0.2,7.678665701316315E-4
100,0.2,0.2,5.095618309022409E-8
100,0.2,0.2,2.0368262482767236E-6
100,0.2,0.2,0.007399507896240494
100,0.2,0.2,2.929947168270895E-6
100,0.2,0.2,4.8631471743785E-5
100,0.2,0.2,2.3363341976430922E-6
100,0.2,0.2,9.340559430941577E-6
100,0.2,0.2,0.00623870265930599
100,0.2,0.2,0.17634739608555292
100,0.2,0.2,0.004065098664068554
100,0.2,0.2,6.832802040186052E-4
100,0.2,0.2,2.076733189995782E-5
100,0.2,0.2,0.0037660434833634232
100,0.2,0.2,0.007975173753517322
100,0.2,0.2,0.12053296972236643
100,0.2,0.2,9.592358267346081E-5
100,0.2,0.2,0.07195136254424296
100,0.2,0.2,4.721626245239113E-11
100,0.2,0.2,0.007005128658045152
100,0.2,0.2,8.445872917145004E-4
100,0.2,0.2,8.683083719110364E-6
100,0.2,0.2,1.0419304980876033E-8
100,0.2,0.2,0.0022897556596705353
100,0.2,0.2,4.5785631138701636E-10
100,0.2,0.2,3.9486965516622623E-4
100,0.2,0.2,0.016304988418252824
100,0.2,0.2,7.919009404563157E-16
100,0.2,0.2,0.1649902234256035
100,0.2,0.2,3.8367521603017757E-4
100,0.2,0.2,5.4635692035520856E-5
100,0.2,0.2,0.008227776483305338
100,0.2,0.2,4.616325558663164E-5
100,0.2,0.2,0.002167351222565729
100,0.2,0.2,5.1603930278549113E-5
100,0.2,0.2,1.898705873592991E-8
100,0.2,0.2,0.1565517746356904
100,0.2,0.2,3.096752945710666E-10
100,0.2,0.2,6.3406683136081526E-6
100,0.2,0.2,0.11936684980317477
100,0.2,0.2,4.934279170047828E-5
100,0.2,0.2,0.0941719892393015
100,0.2,0.2,0.014385580487308402
100,0.2,0.2,0.005903957654102152
100,0.2,0.2,0.06715066492737645
100,0.2,0.2,0.007604833151194158
100,0.4,0.05,0.018135335931640705
100,0.4,0.05,0.5061977296846486
100,0.4,0.05,0.6823281774960431
100,0.4,0.05,0.812633739291704
100,0.4,0.05,0.24301051157711862
100,0.4,0.05,0.5623548514978237
100,0.4,0.05,0.16137020864791118
100,0.4,0.05,0.2693538626202256
100,0.4,0.05,0.5574215949421719
100,0.4,0.05,0.3049435278386918
100,0.4,0.05,0.19851591481581035
100,0.4,0.05,0.47644196469246114
100,0.4,0.05,0.7153228078991676
100,0.4,0.05,0.1609197898457235
100,0.4,0.05,0.5686241548098319
100,0.4,0.05,0.6879952890957596
100,0.4,0.05,0.33099902153638167
100,0.4,0.05,0.3026136326394676
100,0.4,0.05,0.29098790881965
100,0.4,0.05,0.25083638691780374
100,0.4,0.05,0.4499291705996874
100,0.4,0.05,0.49182614307922634
100,0.4,0.05,0.47766450265319504
100,0.4,0.05,0.5045136646141395
100,0.4,0.05,0.6371727186235453
100,0.4,0.05,0.45382428698396454
100,0.4,0.05,0.213397861326941
100,0.4,0.05,0.42820438966686813
100,0.4,0.05,0.12601955103047427
100,0.4,0.05,0.03158804275295402
100,0.4,0.05,0.7784432158732144
100,0.4,0.05,0.5941620425142311
100,0.4,0.05,0.16617412109481602
100,0.4,0.05,0.5672172534033438
100,0.4,0.05,0.8782417721729322
100,0.4,0.05,0.665894622892605
100,0.4,0.05,0.6310034566718827
100,0.4,0.05,0.3430850281001174
100,0.4,0.05,0.20529235343272367
100,0.4,0.05,0.26092460741258255
100,0.4,0.05,0.45694639276228854
100,0.4,0.05,0.4231659130226341
100,0.4,0.05,0.2929875545435837
100,0.4,0.05,0.1716971306673954
100,0.4,0.05,0.4873368189968839
100,0.4,0.05,0.7400732328816755
100,0.4,0.05,0.666313378729374
100,0.4,0.05,0.7241017872499275
100,0.4,0.05,0.8510354038357769
100,0.4,0.05,0.18378377475911753
100,0.4,0.05,0.14132995896549172
100,0.4,0.05,0.45733268222366097
100,0.4,0.05,0.5032532072025899
100,0.4,0.05,0.327733916107595
100,0.4,0.05,0.2823457735877739
100,0.4,0.05,0.43924133505325497
100,0.4,0.05,0.3374558594667515
100,0.4,0.05,0.15241579487730464
100,0.4,0.05,0.6189150627191382
100,0.4,0.05,0.6698973794946768
100,0.4,0.05,0.4374725430186465
100,0.4,0.05,0.7865064255659083
100,0.4,0.05,0.3577094372868713
100,0.4,0.05,0.8726893195757304
100,0.4,0.05,0.12543619388464072
100,0.4,0.05,0.3264517291894639
100,0.4,0.05,0.4590993767210443
100,0.4,0.05,0.40270529157813784
100,0.4,0.05,0.15511017023659066
100,0.4,0.05,0.8869341673168841
100,0.4,0.05,0.2936260473881501
100,0.4,0.05,0.694997898090595
100,0.4,0.05,0.07807088149822075
100,0.4,0.05,0.3773719110731599
100,0.4,0.05,0.3442692598259257
100,0.4,0.05,0.21382909323748722
100,0.4,0.05,0.5461879747216166
100,0.4,0.05,0.4955841135985869
100,0.4,0.05,0.7266470958767326
100,0.4,0.05,0.40270669220538885
100,0.4,0.05,0.37232862327319494
100,0.4,0.05,0.6130414064604549
100,0.4,0.05,0.6404163629492018
100,0.4,0.05,0.32723351705275344
100,0.4,0.05,0.14913528208083196
100,0.4,0.05,0.48712377551276753
100,0.4,0.05,0.3492643048950103
100,0.4,0.05,0.40667325136417454
100,0.4,0.05,0.8246337025362265
100,0.4,0.05,0.6352292436513194
100,0.4,0.05,0.645437860645886
100,0.4,0.05,0.5529733277330385
100,0.4,0.05,0.7029742716100194
100,0.4,0.05,0.3073958909668178
100,0.4,0.05,0.48686279458169784
100,0.4,0.05,0.3500473986334704
100,0.4,0.05,0.38913368088784966
100,0.4,0.05,0.3841855661251357
100,0.4,0.05,0.11257733800092484
100,0.4,0.05,0.3374432908065097
100,0.4,0.1,0.24149592695332656
100,0.4,0.1,0.361809496082741
100,0.4,0.1,0.053110788509556486
100,0.4,0.1,0.9673810159206835
100,0.4,0.1,0.6505937497089104
100,0.4,0.1,0.7714448546385998
100,0.4,0.1,0.3308476511549326
100,0.4,0.1,0.49456918746811507
100,0.4,0.1,0.8137317252855054
100,0.4,0.1,0.05262945733482775
100,0.4,0.1,0.6404677724840069
100,0.4,0.1,0.5542710271401043
100,0.4,0.1,0.21300559309575234
100,0.4,0.1,0.7285120981248335
100,0.4,0.1,0.6188732813779019
100,0.4,0.1,0.1032929700825915
100,0.4,0.1,0.19202907551659446
100,0.4,0.1,0.3098938128505917
100,0.4,0.1,0.6904702839754024
100,0.4,0.1,0.22319545713956893
100,0.4,0.1,0.4353008360236976
100,0.4,0.1,0.6560201796042865
100,0.4,0.1,0.22198574469413482
100,0.4,0.1,0.032233240114256115
100,0.4,0.1,0.43294037387931816
100,0.4,0.1,0.2769048824970211
100,0.4,0.1,0.0734474339469305
100,0.4,0.1,0.22224805622164995
100,0.4,0.1,0.032506920762531956
100,0.4,0.1,0.021326129239425486
100,0.4,0.1,0.5715489051179685
100,0.4,0.1,0.5916309472436801
100,0.4,0.1,0.00442578596268565
100,0.4,0.1,0.08129108254337705
100,0.4,0.1,0.6700830933293269
100,0.4,0.1,0.4095644044192624
100,0.4,0.1,0.9670674042902708
100,0.4,0.1,0.15815617502680954
100,0.4,0.1,0.7192419201137085
100,0.4,0.1,0.6951007280047448
100,0.4,0.1,0.6902489630500386
100,0.4,0.1,0.7768065990570373
100,0.4,0.1,0.3824685816316159
100,0.4,0.1,0.9835103422239214
100,0.4,0.1,0.4167951508689566
100,0.4,0.1,0.9536482749622824
100,0.4,0.1,0.6474921562083379
100,0.4,0.1,0.5987463170739769
100,0.4,0.1,0.10148277285748
100,0.4,0.1,0.26061174627744454
100,0.4,0.1,0.5076420904822331
100,0.4,0.1,0.1767763150732108
100,0.4,0.1,0.10567739099050641
100,0.4,0.1,0.047032919122969696
100,0.4,0.1,0.9969539113917429
100,0.4,0.1,0.46686469053636626
100,0.4,0.1,0.012361364552941971
100,0.4,0.1,0.5011167854373302
100,0.4,0.1,0.9102460313242536
100,0.4,0.1,0.2566257935055276
100,0.4,0.1,0.10287137529220373
100,0.4,0.1,0.9859968968732241
100,0.4,0.1,0.9562849540196913
100,0.4,0.1,0.14900406556590295
100,0.4,0.1,0.4529648840637221
100,0.4,0.1,0.03433063902474954
100,0.4,0.1,0.43584209892415005
100,0.4,0.1,0.7975010959531972
100,0.4,0.1,0.8761300960695814
100,0.4,0.1,0.04917019888120509
100,0.4,0.1,0.4971759501290582
100,0.4,0.1,0.010541109731092279
100,0.4,0.1,0.009308619735596175
100,0.4,0.1,3.145479405023804E-4
100,0.4,0.1,0.15924481831517695
100,0.4,0.1,0.8017029815773988
100,0.4,0.1,0.9044772533112825
100,0.4,0.1,0.34791818797952623
100,0.4,0.1,0.08549142377524291
100,0.4,0.1,0.5841741570394323
100,0.4,0.1,0.513652957362908
100,0.4,0.1,0.37467121254239766
100,0.4,0.1,0.7176596014818802
100,0.4,0.1,0.3269699230426954
100,0.4,0.1,0.5373017895913689
100,0.4,0.1,0.04457458852106903
100,0.4,0.1,0.830350619495322
100,0.4,0.1,0.005410287862615175
100,0.4,0.1,0.06120441373310398
100,0.4,0.1,0.42271046510267557
100,0.4,0.1,0.9845259014055537
100,0.4,0.1,0.11300748976019642
100,0.4,0.1,0.27382890704471907
100,0.4,0.1,0.6688270690268086
100,0.4,0.1,0.9418956422206753
100,0.4,0.1,0.22824044719715217
100,0.4,0.1,0.8785256578943523
100,0.4,0.1,0.05561856446299063
100,0.4,0.1,0.5368822742601005
100,0.4,0.1,0.34435487877600435
100,0.4,0.15,0.5742011544387471
100,0.4,0.15,5.725797910838045E-6
100,0.4,0.15,0.9824958893865159
100,0.4,0.15,4.6239333380287734E-4
100,0.4,0.15,0.01787515611075807
100,0.4,0.15,8.033343531990852E-4
100,0.4,0.15,0.3142746195266438
100,0.4,0.15,0.27709340360292917
100,0.4,0.15,0.8480471674374773
100,0.4,0.15,0.8474409070507815
100,0.4,0.15,0.7219920734939242
100,0.4,0.15,0.6376608416907545
100,0.4,0.15,0.007147626467397755
100,0.4,0.15,0.7851664777008546
100,0.4,0.15,0.388525506249413
100,0.4,0.15,0.33592693785264016
100,0.4,0.15,0.4415297473371947
100,0.4,0.15,0.015594996272435267
100,0.4,0.15,0.7441756445618242
100,0.4,0.15,0.3925514909265277
100,0.4,0.15,0.999972937210976
100,0.4,0.15,0.1495459713545888
100,0.4,0.15,0.998279822514949
100,0.4,0.15,0.20336310755163603
100,0.4,0.15,0.008191876224276256
100,0.4,0.15,7.954564644205464E-7
100,0.4,0.15,0.31593553126343193
100,0.4,0.15,0.4316181613190617
100,0.4,0.15,0.8356326745156684
100,0.4,0.15,0.002207348919611536
100,0.4,0.15,0.0020736679331688087
100,0.4,0.15,0.9981719562830429
100,0.4,0.15,0.002549873973560129
100,0.4,0.15,0.9972825891195166
100,0.4,0.15,0.7954352081545897
100,0.4,0.15,3.559735505345817E-4
100,0.4,0.15,0.5936002850057379
100,0.4,0.15,0.9497896540065168
100,0.4,0.15,0.0020525329240055215
100,0.4,0.15,0.6010390271925282
100,0.4,0.15,0.06297920371877046
100,0.4,0.15,6.383020006197492E-5
100,0.4,0.15,0.2831100164218609
100,0.4,0.15,0.9631960460397868
100,0.4,0.15,0.8986779200859908
100,0.4,0.15,0.6385801113603403
100,0.4,0.15,5.204636629574672E-4
100,0.4,0.15,0.9989100767522335
100,0.4,0.15,0.6975250434003168
100,0.4,0.15,0.9993744234563214
100,0.4,0.15,0.9873218522835614
100,0.4,0.15,0.8385941599645633
100,0.4,0.15,0.6320671013527824
100,0.4,0.15,2.0532271273757688E-5
100,0.4,0.15,0.04036990096099387
100,0.4,0.15,3.2055956657138866E-5
100,0.4,0.15,0.10890534240303833
100,0.4,0.15,0.0568480759372922
100,0.4,0.15,0.6485239463142216
100,0.4,0.15,0.15124537610114447
100,0.4,0.15,0.7126953081631417
100,0.4,0.15,0.985011661296727
100,0.4,0.15,0.9214340789836847
100,0.4,0.15,4.719687289020284E-4
100,0.4,0.15,0.14151660658348567
100,0.4,0.15,0.173897949232246
100,0.4,0.15,7.035099901775557E-4
100,0.4,0.15,0.5970367123896368
100,0.4,0.15,0.0383925008355798
100,0.4,0.15,0.27758695699825353
100,0.4,0.15,0.04845774427720028
100,0.4,0.15,0.011487524303201864
100,0.4,0.15,0.47715979103196493
100,0.4,0.15,4.4285522366479086E-5
100,0.4,0.15,0.44261613946899914
100,0.4,0.15,0.14505303855794732
100,0.4,0.15,0.5722029787056482
100,0.4,0.15,0.00813034665765074
100,0.4,0.15,0.9857826362651274
100,0.4,0.15,0.9023903842467513
100,0.4,0.15,0.9999679870715594
100,0.4,0.15,0.029959874713557856
100,0.4,0.15,0.6385505845375106
100,0.4,0.15,0.3206465657341417
100,0.4,0.15,0.40891238271760305
100,0.4,0.15,7.514127839334957E-5
100,0.4,0.15,3.1370753986571365E-5
100,0.4,0.15,0.04198912577489906
100,0.4,0.15,0.03544270020136041
100,0.4,0.15,0.836934374245254
100,0.4,0.15,0.0011609614018142451
100,0.4,0.15,0.06792018393080801
100,0.4,0.15,0.056240486763299666
100,0.4,0.15,0.017083002740106278
100,0.4,0.15,0.32499140378423996
100,0.4,0.15,0.9784309350101501
100,0.4,0.15,0.0016235075786233393
100,0.4,0.15,0.09860662789491809
100,0.4,0.15,0.006369725270821768
100,0.4,0.15,1.2614857538263154E-4
100,0.4,0.2,0.9103842705921192
100,0.4,0.2,6.735046734307838E-5
100,0.4,0.2,0.6234864847513338
100,0.4,0.2,0.6458012650749512
100,0.4,0.2,7.21364924456501E-5
100,0.4,0.2,4.052208691283073E-7
100,0.4,0.2,0.9986904283985741
100,0.4,0.2,0.5702639677506199
100,0.4,0.2,0.852176386458709
100,0.4,0.2,0.9999957105850694
100,0.4,0.2,0.999995540751536
100,0.4,0.2,0.9999841842671596
